time,range,angle
0.15299987793

0.305999994278

0.458999872208

0.610999822617
0.608000040054,2.5,-0.18318530718
0.767999887466
0.757999897003,2.4,0.0168146928204
0.922999858856
0.907999992371,2.5,-0.18318530718
1.07799983025
1.0569999218,2.4,-0.0831853071796
1.23300004005
1.20700001717,2.5,-0.18318530718
1.38800001144
1.35699987411,2.4,0.0168146928204
1.54399991035
1.507999897,2.5,-0.18318530718
1.69799995422
1.65799999237,2.4,0.0168146928204
1.85199999809
1.80799984932,2.5,-0.18318530718
2.00699996948
2.007999897,2.5,-0.28318530718
2.16299986839
2.15799999237,2.4,-0.0831853071796
2.31799983978
2.30799984932,2.5,-0.28318530718
2.47299981117
2.45799994469,2.4,-0.0831853071796
2.62800002098
2.60800004005,2.5,-0.28318530718
2.78399991989
2.75699996948,2.5,0.0168146928204
2.93899989128
2.90799999237,2.5,-0.18318530718
3.09500002861
3.05799984932,2.4,-0.0831853071796
3.25
3.20799994469,2.5,-0.18318530718
3.40499997139
3.35800004005,2.4,-0.0831853071796
3.55999994278
3.55799984932,2.4,-0.0831853071796
3.71599984169
3.70799994469,2.5,-0.28318530718
3.86999988556
3.85800004005,2.4,-0.0831853071796
4.02799987793
4.007999897,2.5,-0.28318530718
4.18299984932
4.15799999237,2.4,0.0168146928204
4.33899998665
4.30799984932,2.5,-0.28318530718
4.49300003052
4.45799994469,2.4,-0.0831853071796
4.64800000191
4.60800004005,2.5,-0.28318530718
4.8029999733
4.757999897,2.4,-0.0831853071796
4.95799994469
4.95799994469,2.4,-0.0831853071796
5.1139998436
5.10800004005,2.5,-0.28318530718
5.26799988747
5.257999897,2.4,-0.0831853071796
5.42299985886
5.40799999237,2.5,-0.28318530718
5.57799983025
5.55799984932,2.4,-0.0831853071796
5.73399996758
5.70899987221,2.5,-0.28318530718
5.88999986649
5.85899996758,2.4,-0.0831853071796
6.04699993134
6.007999897,2.5,-0.28318530718
6.20199990273
6.15799999237,2.4,-0.0831853071796
6.35800004005
6.35899996758,2.4,-0.0831853071796
6.51300001144
6.50899982452,2.5,-0.18318530718
6.66799998283
6.65799999237,2.4,-0.0831853071796
6.82299995422
6.80799984932,2.5,-0.28318530718
6.97899985313
6.95799994469,2.4,-0.0831853071796
7.13399982452
7.10800004005,2.5,-0.28318530718
7.28900003433
7.257999897,2.4,0.0168146928204
7.44400000572
7.40799999237,2.5,-0.28318530718
7.59899997711
7.55799984932,2.4,-0.0831853071796
7.75499987602
7.70899987221,2.5,-0.28318530718
7.90999984741
7.90899991989,2.5,-0.28318530718
8.0649998188
8.05900001526,2.4,0.0168146928204
8.21899986267
8.20799994469,2.5,-0.18318530718
8.37299990654
8.35800004005,2.4,-0.0831853071796
8.52799987793
8.507999897,2.5,-0.28318530718
8.68299984932
8.65799999237,2.4,-0.0831853071796
8.83799982071
8.80799984932,2.5,-0.28318530718
8.99300003052
8.95799994469,2.4,-0.0831853071796
9.14899992943
9.10800004005,2.5,-0.28318530718
9.30399990082
9.25899982452,2.4,-0.0831853071796
9.45899987221
9.45899987221,2.4,-0.0831853071796
9.61500000954
9.60899996758,2.5,-0.28318530718
9.76999998093
9.75899982452,2.4,0.0168146928204
9.92599987984
9.90799999237,2.5,-0.28318530718
10.0809998512
10.0579998493,2.4,-0.0831853071796
10.2359998226
10.2079999447,2.5,-0.18318530718
10.3910000324
10.3580000401,2.4,-0.0831853071796
10.5460000038
10.507999897,2.5,-0.28318530718
10.7019999027
10.6589999199,2.4,-0.0831853071796
10.8569998741
10.8589999676,2.4,-0.0831853071796
11.0130000114
11.0089998245,2.5,-0.18318530718
11.1679999828
11.1589999199,2.4,0.0168146928204
11.3220000267
11.3090000153,2.5,-0.18318530718
11.4769999981
11.4589998722,2.5,-0.0831853071796
11.6319999695
11.6080000401,2.5,-0.28318530718
11.7890000343
11.757999897,2.4,0.0168146928204
11.9449999332
11.9089999199,2.5,-0.28318530718
12.0999999046
12.0590000153,2.4,-0.0831853071796
12.2539999485
12.2079999447,2.5,-0.18318530718
12.4089999199
12.4079999924,2.5,-0.28318530718
12.5639998913
12.5579998493,2.4,0.0168146928204
12.7189998627
12.7089998722,2.5,-0.18318530718
12.8729999065
12.8589999676,2.4,-0.0831853071796
13.0269999504
13.0089998245,2.5,-0.28318530718
13.1819999218
13.1589999199,2.5,0.0168146928204
13.3369998932
13.3090000153,2.5,-0.28318530718
13.4919998646
13.4589998722,2.4,0.0168146928204
13.6459999084
13.6080000401,2.5,-0.28318530718
13.8020000458
13.7589998245,2.5,-0.0831853071796
13.9559998512

14.1099998951
14.1089999676,2.5,-0.18318530718
14.2649998665
14.2589998245,2.5,-0.0831853071796
14.4199998379
14.4079999924,2.5,-0.18318530718
14.5759999752
14.5590000153,2.4,-0.0831853071796
14.7300000191
14.7089998722,2.5,-0.28318530718
14.8849999905
14.8589999676,2.4,-0.0831853071796
15.0390000343
15.0089998245,2.5,-0.18318530718
15.1929998398
15.1589999199,2.4,0.0168146928204
15.3469998837
15.3090000153,2.5,-0.18318530718
15.5009999275
15.4589998722,2.5,0.0168146928204
15.6559998989
15.6089999676,2.5,-0.18318530718
15.8099999428
15.8090000153,2.5,-0.28318530718
15.9659998417
15.9600000381,2.4,-0.0831853071796
16.1199998856
16.1039998531,2.5,-0.18318530718
16.2739999294
16.2539999485,2.4,0.0168146928204
16.4289999008
16.4040000439,2.5,-0.18318530718
16.5839998722
16.5539999008,2.4,-0.0831853071796
16.7389998436
16.7039999962,2.5,-0.18318530718
16.8959999084
16.8539998531,2.4,-0.0831853071796
17.0509998798
17.0039999485,2.5,-0.18318530718
17.2049999237
17.2039999962,2.5,-0.18318530718
17.3619999886
17.3550000191,2.4,-0.0831853071796
17.5169999599
17.504999876,2.5,-0.28318530718
17.6719999313
17.6540000439,2.4,-0.0831853071796
17.8269999027
17.8039999008,2.5,-0.28318530718
17.9819998741
17.9539999962,2.4,0.0168146928204
18.1369998455
18.1039998531,2.5,-0.18318530718
18.2909998894
18.2539999485,2.5,0.0168146928204
18.4459998608
18.4040000439,2.5,-0.18318530718
18.6009998322
18.5539999008,2.5,0.0168146928204
18.7569999695
18.754999876,2.5,-0.0831853071796
18.9119999409
18.9049999714,2.5,-0.28318530718
19.0659999847
19.0549998283,2.4,-0.0831853071796
19.2209999561
19.2039999962,2.5,-0.28318530718
19.3759999275
19.3539998531,2.4,-0.0831853071796
19.5299999714
19.5039999485,2.5,-0.18318530718
19.6840000153
19.6540000439,2.5,-1.38318530718
19.8379998207

19.9919998646

20.143999815

20.2960000038

20.4489998817

20.6009998322

20.7539999485
20.7539999485,0.6,2.58318530718
20.9099998474
20.9040000439,0.7,2.58318530718
21.0659999847
21.0039999485,0.7,1.68318530718
21.2209999561
21.2039999962,0.7,1.08318530718
21.376999855
21.3550000191,1.61315815197,-1.40805837063
21.5319998264
21.504999876,2.34707508498,-1.43637944792
21.6870000362
21.6549999714,0.8,2.86637061436
21.6549999714,2.23889848912,-1.79433314226
21.8420000076
21.8049998283,2.54681439001,-1.93416651683
21.996999979
21.9549999237,2.4875104132,-2.48318530718
22.1519999504
22.1050000191,2.5,-2.68318530718
22.3059999943
22.3039999008,2.5,-2.38318530718
22.4600000381
22.4539999962,2.5,-2.18318530718
22.6150000095
22.6039998531,2.5,-1.58318530718
22.7709999084
22.7539999485,2.5,-1.28318530718
22.9249999523
22.9049999714,2.5,-0.18318530718
23.0789999962
23.0549998283,2.5,-0.0831853071796
23.2339999676
23.2049999237,2.5,-0.28318530718
23.388999939
23.3550000191,2.5,-0.0831853071796
23.5439999104
23.504999876,2.5,-0.18318530718
23.6989998817
23.6549999714,2.4,0.0168146928204
23.8539998531
23.8539998531,2.4,2.96637061436
24.0099999905
24.0039999485,2.5,-0.28318530718
24.1659998894
24.1540000439,2.4,-0.0831853071796
24.3209998608
24.3049998283,2.5,-0.28318530718
24.4759998322
24.4549999237,2.4,0.0168146928204
24.631000042
24.6050000191,2.5,-0.28318530718
24.7860000134
24.754999876,2.4,-0.0831853071796
24.9409999847
24.9049999714,2.5,-0.28318530718
25.0950000286
25.0549998283,2.4,0.0168146928204
25.25
25.2049999237,2.5,-0.18318530718
25.4049999714
25.4049999714,2.5,-0.28318530718
25.5620000362
25.5549998283,2.4,-0.0831853071796
25.7170000076
25.7049999237,2.5,-0.18318530718
25.8739998341
25.8550000191,2.4,0.0168146928204
26.0290000439
26.004999876,2.5,-0.18318530718
26.1829998493
26.1549999714,2.5,0.0168146928204
26.3379998207
26.3049998283,2.5,-0.18318530718
26.493999958
26.4549999237,2.4,0.0168146928204
26.6480000019
26.6050000191,2.5,-0.28318530718
26.8029999733
26.8049998283,2.5,-0.18318530718
26.9589998722
26.9549999237,2.4,0.0168146928204