time,track,range,angle,rangerate,latrate,power
0.507999897003,7,2.5,6.1,0.01,0.0,13
0.507999897003,43,2.5,-10.4,0.01,0.0,9
0.557999849319,36,4.4,11.2,-0.01,0.0,1
0.557999849319,7,2.4,6.3,0.0,0.0,13
0.557999849319,43,2.4,-9.7,0.0,0.0,10
0.608000040054,7,2.5,6.1,0.0,0.0,13
0.608000040054,43,2.5,-10.4,0.0,0.0,9
0.657999992371,7,2.4,6.3,-0.01,0.0,13
0.657999992371,43,2.4,-9.7,-0.01,0.0,10
0.707999944687,7,2.5,6.1,-0.01,0.0,13
0.707999944687,43,2.5,-10.4,-0.01,0.0,10
0.757999897003,32,4.5,-5.4,-0.01,0.0,2
0.757999897003,36,4.5,11.0,-0.01,0.0,1
0.757999897003,7,2.4,6.3,-0.01,0.0,14
0.757999897003,43,2.4,-9.7,-0.01,0.0,11
0.807999849319,7,2.5,6.1,0.01,0.0,13
0.807999849319,43,2.5,-10.4,0.01,0.0,9
0.858000040054,32,4.5,-5.7,-0.01,0.0,2
0.858000040054,36,4.5,11.7,-0.01,0.0,2
0.858000040054,7,2.5,6.3,-0.01,0.0,14
0.858000040054,43,2.5,-9.7,-0.01,0.0,11
0.907999992371,7,2.5,6.1,-0.01,0.0,13
0.907999992371,43,2.5,-10.4,-0.01,0.0,10
0.957999944687,32,4.5,-5.9,-0.01,0.0,1
0.957999944687,36,4.5,11.4,-0.01,0.0,2
0.957999944687,7,2.5,6.2,-0.01,0.0,13
0.957999944687,43,2.5,-9.7,-0.01,0.0,10
1.00699996948,36,5.1,11.1,-0.02,0.0,1
1.00699996948,7,2.5,6.0,-0.01,0.0,13
1.00699996948,43,2.5,-10.4,-0.01,0.0,10
1.0569999218,32,4.4,-5.9,-0.01,0.0,1
1.0569999218,36,4.4,11.4,-0.01,0.0,2
1.0569999218,7,2.4,6.2,-0.01,0.0,13
1.0569999218,43,2.4,-9.7,-0.01,0.0,10
1.10699987411,7,2.5,6.1,-0.01,0.0,13
1.10699987411,43,2.5,-10.4,-0.01,0.0,9
1.15699982643,32,4.5,-5.5,0.0,0.0,1
1.15699982643,36,4.5,11.4,0.0,0.0,2
1.15699982643,7,2.5,6.3,-0.01,0.0,13
1.15699982643,43,2.5,-9.6,-0.01,0.0,10
1.20700001717,36,5.0,10.9,-0.02,0.0,1
1.20700001717,7,2.5,6.1,-0.01,0.0,14
1.20700001717,43,2.5,-10.4,-0.01,0.0,10
1.25699996948,32,4.5,-5.0,-0.01,0.0,1
1.25699996948,36,4.5,11.4,-0.01,0.0,2
1.25699996948,7,2.4,6.3,-0.01,0.0,14
1.25699996948,43,2.4,-9.6,-0.01,0.0,11
1.3069999218,36,5.1,11.1,-0.02,0.0,1
1.3069999218,7,2.5,6.0,-0.01,0.0,14
1.3069999218,43,2.5,-10.4,-0.01,0.0,10
1.35699987411,32,4.6,-4.9,-0.01,0.0,1
1.35699987411,36,4.6,11.1,-0.01,0.0,2
1.35699987411,7,2.4,6.3,-0.01,0.0,14
1.35699987411,43,2.4,-9.7,-0.01,0.0,11
1.40799999237,7,2.5,6.0,-0.01,0.0,13
1.40799999237,43,2.5,-10.4,-0.01,0.0,10
1.45799994469,7,2.4,6.3,0.0,0.0,13
1.45799994469,43,2.4,-9.6,0.0,0.0,10
1.507999897,7,2.5,6.1,0.0,0.0,14
1.507999897,43,2.5,-10.4,0.0,0.0,10
1.55799984932,7,2.4,6.3,0.0,0.0,13
1.55799984932,43,2.4,-9.6,0.0,0.0,10
1.60800004005,7,2.5,6.0,-0.01,0.0,13
1.60800004005,43,2.5,-10.4,-0.01,0.0,10
1.65799999237,7,2.4,6.3,0.0,0.0,13
1.65799999237,43,2.4,-9.6,0.0,0.0,10
1.70799994469,7,2.5,6.1,-0.01,0.0,13
1.70799994469,43,2.5,-10.4,-0.01,0.0,9
1.757999897,32,4.5,-5.4,-0.01,0.0,1
1.757999897,36,4.5,10.6,-0.01,0.0,1
1.757999897,7,2.4,6.3,-0.01,0.0,14
1.757999897,43,2.4,-9.6,-0.01,0.0,11
1.80799984932,7,2.5,6.1,-0.01,0.0,13
1.80799984932,43,2.5,-10.4,-0.01,0.0,9
1.85800004005,36,4.5,10.6,-0.01,0.0,1
1.85800004005,7,2.4,6.2,0.0,0.0,13
1.85800004005,43,2.4,-9.6,0.0,0.0,10
1.90799999237,36,5.1,10.8,-0.02,0.0,1
1.90799999237,7,2.5,6.0,-0.01,0.0,14
1.90799999237,43,2.5,-10.4,-0.01,0.0,10
1.95799994469,36,4.5,10.6,-0.01,0.0,1
1.95799994469,7,2.4,6.2,-0.01,0.0,13
1.95799994469,43,2.4,-9.7,-0.01,0.0,10
2.007999897,7,2.5,6.0,0.01,0.0,13
2.007999897,43,2.5,-10.4,0.01,0.0,9
2.05799984932,32,4.5,-5.5,0.0,0.0,1
2.05799984932,36,4.5,10.9,0.0,0.0,2
2.05799984932,7,2.4,6.2,-0.01,0.0,14
2.05799984932,43,2.4,-9.6,-0.01,0.0,11
2.10800004005,7,2.5,6.0,-0.01,0.0,13
2.10800004005,43,2.5,-10.4,-0.01,0.0,9
2.15799999237,32,4.5,-6.1,-0.01,0.0,1
2.15799999237,36,4.5,10.8,-0.01,0.0,1
2.15799999237,7,2.4,6.2,0.0,0.0,13
2.15799999237,43,2.4,-9.7,0.0,0.0,10
2.20799994469,7,2.5,6.0,-0.01,0.0,13
2.20799994469,43,2.5,-10.4,-0.01,0.0,9
2.257999897,32,4.5,-6.5,-0.01,0.0,2
2.257999897,7,2.4,6.3,0.0,0.0,13
2.257999897,43,2.4,-9.6,0.0,0.0,10
2.30799984932,36,5.2,10.6,-0.02,0.0,1
2.30799984932,7,2.5,6.0,0.0,0.0,14
2.30799984932,43,2.5,-10.4,0.0,0.0,10
2.35800004005,32,4.5,-6.4,-0.01,0.0,2
2.35800004005,7,2.4,6.2,0.0,0.0,13
2.35800004005,43,2.4,-9.7,0.0,0.0,10
2.40799999237,7,2.5,6.0,-0.01,0.0,13
2.40799999237,43,2.5,-10.4,-0.01,0.0,9
2.45799994469,32,4.9,-6.9,-0.02,0.0,2
2.45799994469,43,2.4,-9.7,-0.01,0.0,10
2.45799994469,7,2.4,6.2,-0.01,0.0,13
2.50699996948,36,5.1,10.5,-0.02,0.0,1
2.50699996948,7,2.5,6.0,-0.01,0.0,13
2.50699996948,43,2.5,-10.4,-0.01,0.0,10
2.55799984932,32,4.4,-7.0,-0.01,0.0,3
2.55799984932,36,4.4,10.9,-0.01,0.0,1
2.55799984932,7,2.4,6.3,0.0,0.0,13
2.55799984932,43,2.4,-9.6,0.0,0.0,10
2.60800004005,36,5.1,11.3,-0.02,0.0,1
2.60800004005,7,2.5,6.0,-0.01,0.0,14
2.60800004005,43,2.5,-10.4,-0.01,0.0,10
2.65699982643,32,4.5,-6.2,-0.01,0.0,2
2.65699982643,36,4.5,11.5,-0.01,0.0,2
2.65699982643,7,2.5,6.2,-0.01,0.0,13
2.65699982643,43,2.5,-9.6,-0.01,0.0,10
2.70700001717,36,5.1,11.5,-0.02,0.0,1
2.70700001717,7,2.5,6.0,0.0,0.0,13
2.70700001717,43,2.5,-10.4,0.0,0.0,9
2.75699996948,32,4.6,-6.1,0.0,0.0,3
2.75699996948,36,4.6,11.7,0.0,0.0,3
2.75699996948,7,2.5,6.3,0.0,0.0,14
2.75699996948,43,2.5,-9.6,0.0,0.0,11
2.80799984932,7,2.5,6.1,0.01,0.0,13
2.80799984932,43,2.5,-10.4,0.01,0.0,9
2.85800004005,32,4.5,-6.6,-0.01,0.0,2
2.85800004005,36,4.5,11.5,-0.01,0.0,2
2.85800004005,7,2.5,6.2,-0.01,0.0,13
2.85800004005,43,2.5,-9.6,-0.01,0.0,10
2.90799999237,36,5.0,11.3,-0.02,0.0,1
2.90799999237,7,2.5,6.1,0.01,0.0,13
2.90799999237,43,2.5,-10.4,0.01,0.0,9
2.95799994469,32,4.5,-6.7,0.0,0.0,3
2.95799994469,36,4.5,11.4,0.0,0.0,3
2.95799994469,7,2.5,6.3,-0.01,0.0,14
2.95799994469,43,2.5,-9.6,-0.01,0.0,11
3.007999897,7,2.5,6.0,-0.01,0.0,13
3.007999897,43,2.5,-10.4,-0.01,0.0,9
3.05799984932,32,4.5,-6.7,-0.01,0.0,2
3.05799984932,36,4.5,11.5,-0.01,0.0,1
3.05799984932,7,2.4,6.2,0.0,0.0,13
3.05799984932,43,2.4,-9.7,0.0,0.0,10
3.10800004005,7,2.5,6.0,-0.01,0.0,13
3.10800004005,43,2.5,-10.6,-0.01,0.0,9
3.15799999237,32,4.5,-6.5,-0.01,0.0,2
3.15799999237,36,4.5,11.7,-0.01,0.0,1
3.15799999237,7,2.4,6.2,0.0,0.0,13
3.15799999237,43,2.4,-9.7,0.0,0.0,10
3.20799994469,7,2.5,6.1,-0.01,0.0,13
3.20799994469,43,2.5,-10.4,-0.01,0.0,9
3.257999897,32,4.5,-6.3,0.0,0.0,2
3.257999897,36,4.5,11.1,0.0,0.0,1
3.257999897,7,2.4,6.3,0.0,0.0,14
3.257999897,43,2.4,-9.6,0.0,0.0,11
3.30799984932,7,2.5,6.0,-0.01,0.0,14
3.30799984932,43,2.5,-10.4,-0.01,0.0,10
3.35800004005,32,4.5,-6.2,-0.01,0.0,1
3.35800004005,36,4.5,11.1,-0.01,0.0,1
3.35800004005,7,2.4,6.2,0.0,0.0,13
3.35800004005,43,2.4,-9.7,0.0,0.0,10
3.40799999237,7,2.5,6.0,-0.01,0.0,13
3.40799999237,43,2.5,-10.4,-0.01,0.0,9
3.45799994469,32,4.5,-6.5,-0.01,0.0,2
3.45799994469,36,4.5,10.9,-0.01,0.0,2
3.45799994469,7,2.4,6.2,-0.01,0.0,14
3.45799994469,43,2.4,-9.7,-0.01,0.0,11
3.507999897,7,2.5,6.0,0.0,0.0,13
3.507999897,43,2.5,-10.4,0.0,0.0,9
3.55799984932,32,4.6,-6.3,-0.01,0.0,2
3.55799984932,36,4.6,11.6,-0.01,0.0,2
3.55799984932,7,2.4,6.2,0.0,0.0,13
3.55799984932,43,2.4,-9.7,0.0,0.0,10
3.60800004005,7,2.5,6.1,0.01,0.0,13
3.60800004005,43,2.5,-10.4,0.01,0.0,9
3.65799999237,32,4.5,-6.4,-0.01,0.0,2
3.65799999237,7,2.4,6.3,-0.01,0.0,13
3.65799999237,43,2.4,-9.6,-0.01,0.0,10
3.70799994469,43,2.5,-10.4,-0.01,0.0,9
3.70799994469,7,2.5,6.0,-0.01,0.0,13
3.757999897,32,5.1,-6.5,-0.06,0.0,2
3.757999897,43,2.4,-9.6,0.0,0.0,10
3.757999897,7,2.4,6.2,0.0,0.0,13
3.80799984932,7,2.5,6.0,0.0,0.0,13
3.80799984932,43,2.5,-10.4,0.0,0.0,9
3.85800004005,32,4.5,-6.1,-0.01,0.0,2
3.85800004005,36,4.5,10.9,-0.01,0.0,1
3.85800004005,7,2.4,6.2,-0.01,0.0,14
3.85800004005,43,2.4,-9.6,-0.01,0.0,11
3.90799999237,7,2.5,6.0,-0.01,0.0,13
3.90799999237,43,2.5,-10.4,-0.01,0.0,9
3.95799994469,7,2.4,6.3,0.0,0.0,13
3.95799994469,43,2.4,-9.6,0.0,0.0,10
4.007999897,7,2.5,6.0,0.01,0.0,13
4.007999897,43,2.5,-10.4,0.01,0.0,9
4.05799984932,36,4.5,10.9,-0.01,0.0,1
4.05799984932,7,2.4,6.2,0.0,0.0,13
4.05799984932,43,2.4,-9.6,0.0,0.0,10
4.10800004005,7,2.5,6.0,-0.01,0.0,13
4.10800004005,43,2.5,-10.4,-0.01,0.0,9
4.15799999237,7,2.4,6.3,0.0,0.0,13
4.15799999237,43,2.4,-9.6,0.0,0.0,10
4.20700001717,7,2.5,6.0,0.0,0.0,14
4.20700001717,43,2.5,-10.4,0.0,0.0,10
4.257999897,7,2.4,6.2,-0.01,0.0,13
4.257999897,43,2.4,-9.6,-0.01,0.0,10
4.30799984932,7,2.5,6.0,0.01,0.0,13
4.30799984932,43,2.5,-10.4,0.01,0.0,9
4.35800004005,32,4.5,-6.1,-0.01,0.0,2
4.35800004005,7,2.5,6.2,-0.01,0.0,14
4.35800004005,43,2.5,-9.7,-0.01,0.0,11
4.40799999237,7,2.5,5.9,-0.01,0.0,13
4.40799999237,43,2.5,-10.4,-0.01,0.0,10
4.45799994469,32,4.5,-6.2,-0.01,0.0,1
4.45799994469,7,2.4,6.2,0.0,0.0,13
4.45799994469,43,2.4,-9.7,0.0,0.0,10
4.507999897,7,2.5,6.0,-0.01,0.0,13
4.507999897,43,2.5,-10.4,-0.01,0.0,9
4.55799984932,32,4.5,-5.9,-0.01,0.0,2
4.55799984932,7,2.4,6.2,0.0,0.0,13
4.55799984932,43,2.4,-9.6,0.0,0.0,10
4.60800004005,7,2.5,6.0,0.01,0.0,13
4.60800004005,43,2.5,-10.4,0.01,0.0,10
4.65799999237,7,2.4,6.2,-0.01,0.0,13
4.65799999237,43,2.4,-9.6,-0.01,0.0,10
4.70799994469,7,2.5,6.0,-0.01,0.0,13
4.70799994469,43,2.5,-10.4,-0.01,0.0,9
4.757999897,32,4.4,-6.7,0.0,0.0,1
4.757999897,7,2.4,6.2,0.0,0.0,13
4.757999897,43,2.4,-9.6,0.0,0.0,10
4.80799984932,43,2.5,-10.4,-0.01,0.0,9
4.80799984932,7,2.5,6.0,-0.01,0.0,13
4.85800004005,36,4.9,11.0,-0.02,0.0,2
4.85800004005,7,2.4,6.2,-0.01,0.0,13
4.85800004005,43,2.4,-9.6,-0.01,0.0,10
4.90799999237,7,2.5,6.0,0.0,0.0,14
4.90799999237,43,2.5,-10.4,0.0,0.0,10
4.95799994469,32,4.4,-6.3,0.0,0.0,4
4.95799994469,36,4.4,10.9,0.0,0.0,1
4.95799994469,7,2.4,6.2,0.0,0.0,14
4.95799994469,43,2.4,-9.6,0.0,0.0,11
5.007999897,43,2.5,-10.4,-0.01,0.0,9
5.007999897,7,2.5,6.0,-0.01,0.0,13
5.05799984932,7,2.4,6.2,0.0,0.0,13
5.05799984932,43,2.4,-9.6,0.0,0.0,10
5.10800004005,7,2.5,6.0,0.0,0.0,14
5.10800004005,43,2.5,-10.4,0.0,0.0,10
5.15799999237,32,4.3,-6.1,0.0,0.0,1
5.15799999237,7,2.4,6.2,-0.01,0.0,13
5.15799999237,43,2.4,-9.6,-0.01,0.0,10
5.20799994469,7,2.5,6.0,-0.01,0.0,13
5.20799994469,43,2.5,-10.4,-0.01,0.0,9
5.257999897,32,4.6,-6.1,0.0,0.0,1
5.257999897,36,4.6,11.6,0.0,0.0,2
5.257999897,7,2.4,6.2,0.0,0.0,13
5.257999897,43,2.4,-9.6,0.0,0.0,10
5.30799984932,7,2.5,6.0,-0.01,0.0,13
5.30799984932,43,2.5,-10.4,-0.01,0.0,9
5.35800004005,32,4.5,-6.7,0.0,0.0,2
5.35800004005,36,4.5,11.2,0.0,0.0,1
5.35800004005,7,2.4,6.2,0.0,0.0,13
5.35800004005,43,2.4,-9.6,0.0,0.0,10
5.40799999237,43,2.5,-10.4,-0.01,0.0,9
5.40799999237,7,2.5,6.0,-0.01,0.0,13
5.45799994469,32,4.5,-6.3,0.0,0.0,4
5.45799994469,7,2.5,6.2,-0.01,0.0,14
5.45799994469,43,2.5,-9.6,-0.01,0.0,11
5.507999897,43,2.5,-10.4,0.0,0.0,9
5.507999897,7,2.5,6.0,0.0,0.0,13
5.55799984932,32,4.5,-5.9,0.0,0.0,3
5.55799984932,36,4.5,11.5,0.0,0.0,1
5.55799984932,7,2.4,6.2,0.0,0.0,13
5.55799984932,43,2.4,-9.6,0.0,0.0,10
5.60800004005,36,5.0,11.5,-0.02,0.0,1
5.60800004005,7,2.5,6.0,0.0,0.0,14
5.60800004005,43,2.5,-10.4,0.0,0.0,10
5.65799999237,32,4.4,-5.9,-0.01,0.0,2
5.65799999237,36,4.4,11.6,-0.01,0.0,2
5.65799999237,7,2.4,6.2,-0.01,0.0,13
5.65799999237,43,2.4,-9.6,-0.01,0.0,10
5.70899987221,7,2.5,6.0,-0.01,0.0,13
5.70899987221,43,2.5,-10.4,-0.01,0.0,9
5.75899982452,32,4.5,-5.7,-0.01,0.0,1
5.75899982452,36,4.5,11.4,-0.01,0.0,1
5.75899982452,7,2.4,6.2,-0.01,0.0,13
5.75899982452,43,2.4,-9.6,-0.01,0.0,10
5.80799984932,7,2.5,6.0,-0.01,0.0,13
5.80799984932,43,2.5,-10.4,-0.01,0.0,9
5.85899996758,32,4.4,-5.9,-0.01,0.0,2
5.85899996758,36,4.4,11.4,-0.01,0.0,1
5.85899996758,7,2.4,6.2,-0.01,0.0,14
5.85899996758,43,2.4,-9.6,-0.01,0.0,11
5.90799999237,7,2.5,6.1,-0.01,0.0,13
5.90799999237,43,2.5,-10.4,-0.01,0.0,9
5.95799994469,32,4.5,-6.1,-0.01,0.0,2
5.95799994469,7,2.4,6.3,0.0,0.0,13
5.95799994469,43,2.4,-9.6,0.0,0.0,10
6.007999897,7,2.5,6.0,-0.01,0.0,13
6.007999897,43,2.5,-10.4,-0.01,0.0,10
6.05799984932,36,4.3,11.3,0.0,0.0,1
6.05799984932,7,2.4,6.3,-0.01,0.0,13
6.05799984932,43,2.4,-9.6,-0.01,0.0,10
6.10800004005,43,2.5,-10.4,0.0,0.0,9
6.10800004005,7,2.5,6.0,0.0,0.0,13
6.15799999237,32,4.4,-6.9,-0.01,0.0,3
6.15799999237,7,2.4,6.2,0.0,0.0,13
6.15799999237,43,2.4,-9.6,0.0,0.0,10
6.20799994469,7,2.5,6.0,-0.01,0.0,13
6.20799994469,43,2.5,-10.3,-0.01,0.0,9
6.25899982452,32,4.5,-5.9,0.0,0.0,2
6.25899982452,7,2.4,6.2,0.0,0.0,13
6.25899982452,43,2.4,-9.6,0.0,0.0,10
6.30900001526,7,2.5,6.0,-0.01,0.0,13
6.30900001526,43,2.5,-10.4,-0.01,0.0,9
6.35899996758,32,4.5,-6.3,-0.01,0.0,2
6.35899996758,7,2.4,6.2,0.0,0.0,13
6.35899996758,43,2.4,-9.6,0.0,0.0,10
6.40899991989,7,2.5,6.0,-0.01,0.0,13
6.40899991989,43,2.5,-10.4,-0.01,0.0,9
6.45799994469,32,4.4,-6.1,0.0,0.0,2
6.45799994469,36,4.4,11.3,0.0,0.0,1
6.45799994469,7,2.4,6.2,-0.01,0.0,14
6.45799994469,43,2.4,-9.5,-0.01,0.0,11
6.50899982452,7,2.5,6.1,0.01,0.0,13
6.50899982452,43,2.5,-10.4,0.01,0.0,9
6.55900001526,32,4.4,-6.4,-0.01,0.0,2
6.55900001526,7,2.4,6.2,-0.01,0.0,13
6.55900001526,43,2.4,-9.6,-0.01,0.0,10
6.60800004005,43,2.5,-10.4,-0.01,0.0,10
6.60800004005,7,2.5,6.0,-0.01,0.0,14
6.65799999237,32,4.4,-6.5,0.0,0.0,2
6.65799999237,7,2.4,6.2,0.0,0.0,13
6.65799999237,43,2.4,-9.6,0.0,0.0,10
6.70799994469,7,2.5,6.1,0.0,0.0,13
6.70799994469,43,2.5,-10.4,0.0,-0.25,10
6.757999897,32,4.5,-6.7,-0.01,0.0,1
6.757999897,7,2.4,6.3,-0.01,0.0,13
6.757999897,43,2.4,-9.6,-0.01,0.0,10
6.80799984932,36,5.0,10.8,-0.02,0.0,1
6.80799984932,7,2.5,6.0,0.01,0.0,14
6.80799984932,43,2.5,-10.4,0.01,-0.25,10
6.85800004005,32,4.4,-6.5,0.0,0.0,1
6.85800004005,36,4.4,11.1,0.0,0.0,1
6.85800004005,7,2.4,6.2,0.0,0.0,13
6.85800004005,43,2.4,-9.6,0.0,-0.25,10
6.90799999237,7,2.5,6.0,0.01,0.0,13
6.90799999237,43,2.5,-10.4,0.01,-0.25,9
6.95799994469,36,4.5,11.3,0.0,0.0,1
6.95799994469,7,2.4,6.2,0.0,0.0,13
6.95799994469,43,2.4,-9.5,0.0,-0.25,10
7.007999897,7,2.5,6.0,0.0,0.0,13
7.007999897,43,2.5,-10.4,0.0,-0.25,9
7.05799984932,36,4.5,11.3,-0.01,0.0,1
7.05799984932,7,2.4,6.2,0.0,0.0,13
7.05799984932,43,2.4,-9.6,0.0,-0.25,10
7.10800004005,36,5.3,10.8,-0.02,0.0,1
7.10800004005,7,2.5,6.0,-0.01,0.0,13
7.10800004005,43,2.5,-10.4,-0.01,-0.25,10
7.15799999237,36,5.1,11.1,-0.06,0.0,1
7.15799999237,7,2.4,6.2,0.0,0.0,13
7.15799999237,43,2.4,-9.6,0.0,-0.25,10
7.20799994469,43,2.5,-10.4,-0.01,-0.25,9
7.20799994469,7,2.5,6.1,-0.01,0.0,13
7.257999897,32,4.9,-6.7,-0.02,0.0,1
7.257999897,43,2.4,-9.6,0.0,-0.25,10
7.257999897,7,2.4,6.3,0.0,0.0,13
7.30799984932,7,2.5,6.0,-0.01,0.0,13
7.30799984932,43,2.5,-10.4,-0.01,-0.25,10
7.35800004005,32,4.4,-6.1,-0.01,0.0,1
7.35800004005,36,4.4,11.1,-0.01,0.0,1
7.35800004005,7,2.4,6.3,0.0,0.0,13
7.35800004005,43,2.4,-9.6,0.0,-0.25,10
7.40799999237,7,2.5,6.0,0.01,0.0,13
7.40799999237,43,2.5,-10.4,0.01,-0.25,9
7.45799994469,36,4.9,10.8,-0.02,0.0,1
7.45799994469,7,2.4,6.2,-0.01,0.0,13
7.45799994469,43,2.4,-9.6,-0.01,-0.25,10
7.507999897,7,2.5,6.1,0.01,0.0,13
7.507999897,43,2.5,-10.4,0.01,-0.25,9
7.55799984932,36,4.4,10.6,-0.01,0.0,1
7.55799984932,7,2.4,6.2,-0.01,0.0,14
7.55799984932,43,2.4,-9.6,-0.01,-0.25,11
7.60800004005,7,2.5,6.0,-0.01,0.0,13
7.60800004005,43,2.5,-10.4,-0.01,-0.25,9
7.65799999237,7,2.4,6.3,0.0,0.0,13
7.65799999237,43,2.4,-9.6,0.0,-0.25,10
7.70899987221,36,5.2,10.2,-0.02,0.0,1
7.70899987221,7,2.5,6.0,-0.01,0.0,13
7.70899987221,43,2.5,-10.4,-0.01,-0.25,10
7.75899982452,36,4.4,10.6,0.0,0.0,1
7.75899982452,7,2.4,6.3,0.0,0.0,13
7.75899982452,43,2.4,-9.6,0.0,-0.25,10
7.80900001526,7,2.5,6.0,0.01,0.0,13
7.80900001526,43,2.5,-10.4,0.01,-0.25,9
7.85899996758,32,4.4,-6.2,0.0,0.0,1
7.85899996758,7,2.4,6.2,-0.01,0.0,14
7.85899996758,43,2.4,-9.6,-0.01,-0.25,11
7.90899991989,7,2.5,6.0,0.01,0.0,13
7.90899991989,43,2.5,-10.4,0.01,-0.25,9
7.95899987221,43,2.4,-9.6,-0.01,-0.25,10
7.95899987221,7,2.4,6.3,-0.01,0.0,13
8.00899982452,7,2.5,6.1,-0.01,0.0,13
8.00899982452,43,2.5,-10.4,-0.01,-0.25,9
8.05900001526,7,2.4,6.3,0.0,0.0,13
8.05900001526,43,2.4,-9.6,0.0,-0.25,10
8.10899996758,7,2.5,6.1,0.01,0.0,13
8.10899996758,43,2.5,-10.4,0.01,-0.25,9
8.15899991989,7,2.4,6.2,0.0,0.0,13
8.15899991989,43,2.4,-9.6,0.0,-0.25,10
8.20799994469,7,2.5,6.1,0.01,0.0,13
8.20799994469,43,2.5,-10.4,0.01,-0.25,9
8.25899982452,36,4.4,11.3,-0.01,0.0,1
8.25899982452,7,2.4,6.3,0.0,0.0,13
8.25899982452,43,2.4,-9.6,0.0,-0.25,10
